tanggal,judul,judul_link,konten_full
"OCTOBER 29, 2023","Api Semangat Bela Negara pada Pelatihan Dasar CPNS Golongan III Angkatan ke-86, 87, dan 88","https://berita2600.wordpress.com/2023/10/29/api-semangat-bela-negara-pada-pelatihan-dasar-cpns-golongan-iii-angkatan-ke-86-87-dan-88/","NOVEMBER 24, 2023\nPenutupan Pelatihan Jabatan Fungsional Statistisi Kategori Keahlian Angkatan II Tahun 2023\n1 / 7\n\n“Dengan Bapak/Ibu mengikuti pelatihan ini, diharapkan Bapak/Ibu menjadi seorang pejabat fungsional statistisi yang beretos kerja, terampil, kreatif, disiplin, dan profesional. Serta mampu mengembangkan dan memanfaatkan teknologi untuk meningkatkan produktifitas dan daya saing,” ujar Kepala Bagian Umum Pusdiklat BPS, Dr. Watekhi S.Si, MSE, pada Penutupan Pelatihan Fungsional Statistisi Ahli Angkatan II Tahun 2023 di Aula Harmonis lantai 4 Pusdiklat BPS pada Jumat (23/11). Ia berharap agar peserta pelatihan dapat melanjutkan sharing knowledge dengan rekan-rekan baik sesama statistisi maupun rekan kerja di bidang lain agar ilmu yang didapat selama pelatihan dapat disalurkan dan berkembang menjadi lebih baik.\n\nMelalui pelatihan ini, para peserta telah berkesempatan memperoleh hak pengembangan kompetensi lebih dari 20 JP yaitu 121 JP. Bukan hanya itu, materi dalam pelatihan ini pun telah disusun untuk dapat memenuhi tiga jenis kompetensi yang perlu dimiliki PNS, yakni kompetensi teknis, kompetensi manajerial dan kompetensi sosial kultural. Namun demikian, porsi terbesar dalam pelatihan ini adalah pengembangan kompetensi teknis sebagai seorang pejabat fungsional statistisi.\n\nEdi Waryono S.Si., M.Kesos. dalam laporan penyelenggaraan menyampaikan bahwa pelatihan yang telah berlangsung sejak tanggal 9 Oktober s.d 24 November 2023 secara blended learning ini telah selesai dengan sangat baik. Hal ini berdasarkan hasil evaluasi seluruh peserta yakni 40 orang dari BPS Provinsi Selindo dinyatakan lulus. Predikat sangat memuaskan berhasil diraih oleh 16 peserta dan 24 peserta lainnya lulus dengan predikat memuaskan.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/C0CD1dwR4zy/?igshid=MzRlODBiNWFlZA==\nhttps://www.facebook.com/100063672908214/posts/pfbid02C4yfzUa2Y156Do3RDNmJ4AdDg4eT4BjXxNBK88T776WvCkhjwdvWF3TyC5vub2gZl/?mibextid=cr9u03"
"OCTOBER 27, 2023","Pusdiklat BPS Terakreditasi sebagai Lembaga Pengakreditasi Program sekaligus Penyelenggara Program Pelatihan Statistisi dan Pranata Komputer","https://berita2600.wordpress.com/2023/10/27/pusdiklat-bps-terakreditasi-sebagai-lembaga-pengakreditasi-program-sekaligus-penyelenggara-program-pelatihan-statistisi-dan-pranata-komputer/","NOVEMBER 24, 2023\nPenutupan Pelatihan Jabatan Fungsional Statistisi Kategori Keahlian Angkatan II Tahun 2023\n1 / 7\n\n“Dengan Bapak/Ibu mengikuti pelatihan ini, diharapkan Bapak/Ibu menjadi seorang pejabat fungsional statistisi yang beretos kerja, terampil, kreatif, disiplin, dan profesional. Serta mampu mengembangkan dan memanfaatkan teknologi untuk meningkatkan produktifitas dan daya saing,” ujar Kepala Bagian Umum Pusdiklat BPS, Dr. Watekhi S.Si, MSE, pada Penutupan Pelatihan Fungsional Statistisi Ahli Angkatan II Tahun 2023 di Aula Harmonis lantai 4 Pusdiklat BPS pada Jumat (23/11). Ia berharap agar peserta pelatihan dapat melanjutkan sharing knowledge dengan rekan-rekan baik sesama statistisi maupun rekan kerja di bidang lain agar ilmu yang didapat selama pelatihan dapat disalurkan dan berkembang menjadi lebih baik.\n\nMelalui pelatihan ini, para peserta telah berkesempatan memperoleh hak pengembangan kompetensi lebih dari 20 JP yaitu 121 JP. Bukan hanya itu, materi dalam pelatihan ini pun telah disusun untuk dapat memenuhi tiga jenis kompetensi yang perlu dimiliki PNS, yakni kompetensi teknis, kompetensi manajerial dan kompetensi sosial kultural. Namun demikian, porsi terbesar dalam pelatihan ini adalah pengembangan kompetensi teknis sebagai seorang pejabat fungsional statistisi.\n\nEdi Waryono S.Si., M.Kesos. dalam laporan penyelenggaraan menyampaikan bahwa pelatihan yang telah berlangsung sejak tanggal 9 Oktober s.d 24 November 2023 secara blended learning ini telah selesai dengan sangat baik. Hal ini berdasarkan hasil evaluasi seluruh peserta yakni 40 orang dari BPS Provinsi Selindo dinyatakan lulus. Predikat sangat memuaskan berhasil diraih oleh 16 peserta dan 24 peserta lainnya lulus dengan predikat memuaskan.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/C0CD1dwR4zy/?igshid=MzRlODBiNWFlZA==\nhttps://www.facebook.com/100063672908214/posts/pfbid02C4yfzUa2Y156Do3RDNmJ4AdDg4eT4BjXxNBK88T776WvCkhjwdvWF3TyC5vub2gZl/?mibextid=cr9u03"
"OCTOBER 26, 2023","“BPS ETC is A Great Institution”","https://berita2600.wordpress.com/2023/10/26/bps-etc-is-a-great-institution/","NOVEMBER 23, 2023\nHR Gathering “HR’s Role in ESG Success: Fostering Sustainability Through People” by Monash University, Indonesia\n\nBanten – Pusdiklat BPS menghadiri acara HR Gathering “HR’s Role in ESG Success: Fostering Sustainability Through People” yang dilakukan oleh Monash University pada Kamis (23/11). Menghadirkan tiga pemateri yaitu Pra Upa Treeda BR Ritonga, Vice President of Talent Management Department PT Bank Mandiri (Persero) Tbk; Dr Yessy Arnold Perangin Angin, Associate Professor of Business Innovation at Monash University, Indonesia; Imam Muttaqien, Vice President of ESG and Safeguard at PT PLN (Persero). Acara ini dimoderatori oleh Dr John Vong, Adjunct Fellow Associate Professor of Public Policy and Management at Monash University, Indonesia.\nPada acara ini dibahas mengenai peran sumber daya manusia dalam upaya membangun dunia yang berkelanjutan dan bertanggung jawab melalui Environmental, Social, and Governance (ESG) framework. Materi yang disampaikan menambah wawasan akan penerapan ESG dan teorinya. Kehadiran Pusdiklat BPS sekaligus bentuk penjajakan kerja sama dengan Monash University dalam rangka pengembangan kompetensi bagi pegawai BPS.\n\n#PusdiklatBPS"
"OCTOBER 24, 2023","Monitoring dan Evaluasi Tugas Belajar Prodi Statistika dan Ekonomi IPB","https://berita2600.wordpress.com/2023/10/24/monitoring-dan-evaluasi-tugas-belajar-prodi-statistika-dan-ekonomi-ipb/","NOVEMBER 23, 2023\nHR Gathering “HR’s Role in ESG Success: Fostering Sustainability Through People” by Monash University, Indonesia\n\nBanten – Pusdiklat BPS menghadiri acara HR Gathering “HR’s Role in ESG Success: Fostering Sustainability Through People” yang dilakukan oleh Monash University pada Kamis (23/11). Menghadirkan tiga pemateri yaitu Pra Upa Treeda BR Ritonga, Vice President of Talent Management Department PT Bank Mandiri (Persero) Tbk; Dr Yessy Arnold Perangin Angin, Associate Professor of Business Innovation at Monash University, Indonesia; Imam Muttaqien, Vice President of ESG and Safeguard at PT PLN (Persero). Acara ini dimoderatori oleh Dr John Vong, Adjunct Fellow Associate Professor of Public Policy and Management at Monash University, Indonesia.\nPada acara ini dibahas mengenai peran sumber daya manusia dalam upaya membangun dunia yang berkelanjutan dan bertanggung jawab melalui Environmental, Social, and Governance (ESG) framework. Materi yang disampaikan menambah wawasan akan penerapan ESG dan teorinya. Kehadiran Pusdiklat BPS sekaligus bentuk penjajakan kerja sama dengan Monash University dalam rangka pengembangan kompetensi bagi pegawai BPS.\n\n#PusdiklatBPS"
"OCTOBER 24, 2023","Leading A National Statistics Office Workshop (LANSOW) 2023","https://berita2600.wordpress.com/2023/10/24/leading-a-national-statistics-office-workshop-lansow-2023/","NOVEMBER 21, 2023\nKonsultasi Penyusunan SKKNI Sertifikasi Enumerator ke Kementerian Ketenagakerjaan Republik Indonesia\n\nJakarta – Tim Pusdiklat BPS yang dipimpin Tri Nugrahadi pada Senin (20/11) melakukan kunjungan ke Direktorat Bina Standarisasi Kompetensi dan Program Pelatihan Kementerian Ketenagakerjaan Republik Indonesia. Kunjungan ini dilakukan dalam rangka konsultasi penyusunan Standar Kompetensi Kerja Nasional Indonesia (SKKNI) bagi para Enumerator dan Supervisor BPS, serta asesor Lembaga Pelatihan. Sambutan hangat, dukungan, dan penjelasan diberikan oleh Moh. Amir Syarifuddin selaku direktur bersama tim. Bahkan mereka berjanji untuk mengundang Pusdiklat BPS sebagai peserta Pelatihan Penyusunan SKKNI yang akan dilaksanakan pada Bulan Februari 2024. Hal ini merupakan kesempatan pertama bagi BPS dan diharapkan dapat berlanjut di waktu berikutnya.\nMoh. Amir Syarifuddin juga berjanji untuk membantu Pusdiklat BPS dalam menyusun SKKNI dan memberikan pendampingan agar hasilnya lebih optimal. Bahkan beliau meminta agar jumlah unit kompetensi lebih dimaksimalkan agar proses sertifikasi lebih efektif dan efisien. Sebagai follow up kunjungan ini, Pusdiklat BPS akan mengundang narasumber dari BNSP dan Kemnaker untuk sharing informasi mengenai pentingnya sertifikasi kompetensi dan mekanime pembentukan Pusdiklat BPS Lembaga Sertifikasi Profesi (LSP) kepada sahabat-sahabat Pusdiklat.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cz55hQURdHx/?igshid=MzRlODBiNWFlZA==\nhttps://www.facebook.com/100063672908214/posts/pfbid027iouvLgujRUPCTubotxMZTfjF1y65x1Fyzq5Nj7tUHTJSfhHwTeCdZvt8CoxSpWkl/?mibextid=cr9u03"
"OCTOBER 22, 2023","Api Semangat Bela Negara pada Pelatihan Dasar CPNS Golongan II Angkatan ke-28 dan 29","https://berita2600.wordpress.com/2023/10/22/api-semangat-bela-negara-pada-pelatihan-dasar-cpns-golongan-ii-angkatan-ke-28-dan-29/","NOVEMBER 21, 2023\nKonsultasi Penyusunan SKKNI Sertifikasi Enumerator ke Kementerian Ketenagakerjaan Republik Indonesia\n\nJakarta – Tim Pusdiklat BPS yang dipimpin Tri Nugrahadi pada Senin (20/11) melakukan kunjungan ke Direktorat Bina Standarisasi Kompetensi dan Program Pelatihan Kementerian Ketenagakerjaan Republik Indonesia. Kunjungan ini dilakukan dalam rangka konsultasi penyusunan Standar Kompetensi Kerja Nasional Indonesia (SKKNI) bagi para Enumerator dan Supervisor BPS, serta asesor Lembaga Pelatihan. Sambutan hangat, dukungan, dan penjelasan diberikan oleh Moh. Amir Syarifuddin selaku direktur bersama tim. Bahkan mereka berjanji untuk mengundang Pusdiklat BPS sebagai peserta Pelatihan Penyusunan SKKNI yang akan dilaksanakan pada Bulan Februari 2024. Hal ini merupakan kesempatan pertama bagi BPS dan diharapkan dapat berlanjut di waktu berikutnya.\nMoh. Amir Syarifuddin juga berjanji untuk membantu Pusdiklat BPS dalam menyusun SKKNI dan memberikan pendampingan agar hasilnya lebih optimal. Bahkan beliau meminta agar jumlah unit kompetensi lebih dimaksimalkan agar proses sertifikasi lebih efektif dan efisien. Sebagai follow up kunjungan ini, Pusdiklat BPS akan mengundang narasumber dari BNSP dan Kemnaker untuk sharing informasi mengenai pentingnya sertifikasi kompetensi dan mekanime pembentukan Pusdiklat BPS Lembaga Sertifikasi Profesi (LSP) kepada sahabat-sahabat Pusdiklat.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cz55hQURdHx/?igshid=MzRlODBiNWFlZA==\nhttps://www.facebook.com/100063672908214/posts/pfbid027iouvLgujRUPCTubotxMZTfjF1y65x1Fyzq5Nj7tUHTJSfhHwTeCdZvt8CoxSpWkl/?mibextid=cr9u03"
"OCTOBER 19, 2023","Pembukaan Kegiatan Leading in a National Statistics Office Workshop (LANSOW) Tahun 2023","https://berita2600.wordpress.com/2023/10/19/statistical-capability-building-partnership-on-leading-in-a-national-statistics-office-workshop/","NOVEMBER 20, 2023\nApi Semangat Bela Negara pada Pelatihan Dasar CPNS BPS Golongan III Angkatan ke-95 dan 96\n1 / 9\n\nBogor – Sabtu (18/11) Pusdiklat BPS melaksanakan Upacara Api Semangat Bela Negara (ASBN) di 5G Resort sebagai kegiatan terakhir pembelajaran blended learning Pelatihan Dasar (Latsar) CPNS BPS Golongan III Angkatan ke-95 dan 96 Tahun 2023 . Pembelajaran klasikal Latsar CPNS berlangsung selama 6 (enam) hari yang terdiri dari beberapa rangkaian kegiatan, antara lain pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, serta seminar laporan aktualisasi.\n\nUpacara ASBN merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill yang utamanya untuk membentuk karakter, sikap, dan perilaku peserta agar menjadi PNS yang profesional dan disiplin.\n\nPelaksanaan upacara Api Semangat Bela Negara (ASBN) dimulai pukul 19.00 WIB. Hadir sebagai pemimpin acara ASBN, pejabat fungsional Pengembang Teknologi Pembelajaran, Syarif Hidayat, M.Si. “Ada 3 (tiga) kompetensi wajib yang harus dimiliki oleh seorang ASN yaitu Kompetensi Manajerial, Kompetensi Teknis, dan Fungsional serta Kompetensi Sosiokultural. Kompetensi teknis diukur dari tingkat dan spesialisasi pendidikan, pelatihan teknis fungsional, dan pengalaman bekerja secara teknis. Sedangkan kompetensi manajerial diukur dari tingkat pendidikan, pelatihan struktural atau manajemen, dan pengalaman kepemimpinan. Sementara kompetensi sosiokultural diukur dari pengalaman kerja berkaitan dengan masyarakat majemuk sehingga memiliki wawasan kebangsaan.”\n\nSyarif juga mengharapkan agar semua peserta dapat menerapkan ilmu yang didapatkan dan dipelajari pada saat pelatihan ini pada dunia kerja. Selain itu, peserta dihimbau untuk melakukan transfer knowledge kepada rekan kerja agar terus bermanfaat.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cz288cixUkR/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02WK7TNiMnUNCPK4vFBhrKY3zqTPoStWgxitn6RZ6jVLXEvN2RgUwkyoL2pyhpxoUul&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 16, 2023","Pembukaan Pelatihan Pengantar Manajemen ASN Tahun 2023","https://berita2600.wordpress.com/2023/10/16/pembukaan-pelatihan-pengantar-manajemen-asn-tahun-2023/","NOVEMBER 20, 2023\nApi Semangat Bela Negara pada Pelatihan Dasar CPNS BPS Golongan III Angkatan ke-95 dan 96\n1 / 9\n\nBogor – Sabtu (18/11) Pusdiklat BPS melaksanakan Upacara Api Semangat Bela Negara (ASBN) di 5G Resort sebagai kegiatan terakhir pembelajaran blended learning Pelatihan Dasar (Latsar) CPNS BPS Golongan III Angkatan ke-95 dan 96 Tahun 2023 . Pembelajaran klasikal Latsar CPNS berlangsung selama 6 (enam) hari yang terdiri dari beberapa rangkaian kegiatan, antara lain pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, serta seminar laporan aktualisasi.\n\nUpacara ASBN merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill yang utamanya untuk membentuk karakter, sikap, dan perilaku peserta agar menjadi PNS yang profesional dan disiplin.\n\nPelaksanaan upacara Api Semangat Bela Negara (ASBN) dimulai pukul 19.00 WIB. Hadir sebagai pemimpin acara ASBN, pejabat fungsional Pengembang Teknologi Pembelajaran, Syarif Hidayat, M.Si. “Ada 3 (tiga) kompetensi wajib yang harus dimiliki oleh seorang ASN yaitu Kompetensi Manajerial, Kompetensi Teknis, dan Fungsional serta Kompetensi Sosiokultural. Kompetensi teknis diukur dari tingkat dan spesialisasi pendidikan, pelatihan teknis fungsional, dan pengalaman bekerja secara teknis. Sedangkan kompetensi manajerial diukur dari tingkat pendidikan, pelatihan struktural atau manajemen, dan pengalaman kepemimpinan. Sementara kompetensi sosiokultural diukur dari pengalaman kerja berkaitan dengan masyarakat majemuk sehingga memiliki wawasan kebangsaan.”\n\nSyarif juga mengharapkan agar semua peserta dapat menerapkan ilmu yang didapatkan dan dipelajari pada saat pelatihan ini pada dunia kerja. Selain itu, peserta dihimbau untuk melakukan transfer knowledge kepada rekan kerja agar terus bermanfaat.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cz288cixUkR/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02WK7TNiMnUNCPK4vFBhrKY3zqTPoStWgxitn6RZ6jVLXEvN2RgUwkyoL2pyhpxoUul&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 16, 2023","Penyerahan Piagam Penghargaan dalam Pengelolaan Arsip di Lingkungan BPS dengan Kategori AA Sangat Memuaskan","https://berita2600.wordpress.com/2023/10/16/penyerahan-piagam-penghargaan-dalam-pengelolaan-arsip-di-lingkungan-bps-dengan-kategori-aa-sangat-memuaskan/","NOVEMBER 17, 2023\nPenutupan Pelatihan Fungsional Asisten Statistisi Angkatan I Tahun 2023\n1 / 8\n\n“Kami berharap dampak dari pelatihan ini, yaitu Saudara mampu mengimplementasikan dan menerapkan ilmu yang telah diperoleh selama pelatihan, khususnya dalam melaksanakan tugas dan fungsi Saudara sebagai seorang asisten statistisi yang kompeten dan profesional,” ujar Plh. Kepala Pusdiklat, Sugiharto, pada Penutupan Pelatihan Fungsional Asisten Statistisi Angkatan I Tahun 2023 di Aula Adaptif lantai 1 Pusdiklat BPS pada Jumat (17/11). Ia berharap agar peserta pelatihan dapat melanjutkan sharing knowledge dengan rekan-rekan baik sesama statistisi maupun rekan kerja di bidang lain agar ilmu yang didapat selama pelatihan dapat disalurkan dan berkembang menjadi lebih baik.\n\nMelalui pelatihan ini, para peserta telah berkesempatan memperoleh hak pengembangan kompetensi lebih dari 20 JP yaitu 115 JP. Bukan hanya itu, materi dalam pelatihan ini pun telah disusun untuk dapat memenuhi tiga jenis kompetensi yang perlu dimiliki PNS, yakni kompetensi teknis, kompetensi manajerial, dan kompetensi sosial kultural. Namun demikian sesuai dengan nama pelatihannya, porsi terbesar dalam pelatihan ini adalah pengembangan kompetensi teknis sebagai seorang pejabat fungsional asisten statistisi.\n\nEdi Waryono dalam Laporan Penyelenggaraan menyampaikan bahwa Pelatihan yang telah berlangsung sejak tanggal 2 Oktober s.d 17 November 2023 secara blended learning ini telah selesai dengan sangat baik. Hal ini berdasarkan hasil evaluasi seluruh peserta yakni 39 Asisten Statistisi dari BPS Provinsi Selindo dinyatakan lulus. Predikat “Sangat Memuaskan” berhasil diraih oleh 12 peserta sedangkan 27 peserta lainnya lulus dengan predikat “Memuaskan”.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CzwET_sxX2O/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02esguFJacQguz8iCwizxr2Tfe3nQYLctVpb9riuWLci6x8XzpkohmvuPcgutJcWNDl&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 16, 2023","Pembukaan Pelatihan Pranata Komputer Kategori Keahlian Angkatan X Tahun 2023 (BPSDMD Provinsi Kalimantan Selatan)","https://berita2600.wordpress.com/2023/10/16/pembukaan-pelatihan-pranata-komputer-kategori-keahlian-angkatan-x-tahun-2023-bpsdmd-provinsi-kalimantan-selatan/","NOVEMBER 17, 2023\nPenutupan Pelatihan Fungsional Asisten Statistisi Angkatan I Tahun 2023\n1 / 8\n\n“Kami berharap dampak dari pelatihan ini, yaitu Saudara mampu mengimplementasikan dan menerapkan ilmu yang telah diperoleh selama pelatihan, khususnya dalam melaksanakan tugas dan fungsi Saudara sebagai seorang asisten statistisi yang kompeten dan profesional,” ujar Plh. Kepala Pusdiklat, Sugiharto, pada Penutupan Pelatihan Fungsional Asisten Statistisi Angkatan I Tahun 2023 di Aula Adaptif lantai 1 Pusdiklat BPS pada Jumat (17/11). Ia berharap agar peserta pelatihan dapat melanjutkan sharing knowledge dengan rekan-rekan baik sesama statistisi maupun rekan kerja di bidang lain agar ilmu yang didapat selama pelatihan dapat disalurkan dan berkembang menjadi lebih baik.\n\nMelalui pelatihan ini, para peserta telah berkesempatan memperoleh hak pengembangan kompetensi lebih dari 20 JP yaitu 115 JP. Bukan hanya itu, materi dalam pelatihan ini pun telah disusun untuk dapat memenuhi tiga jenis kompetensi yang perlu dimiliki PNS, yakni kompetensi teknis, kompetensi manajerial, dan kompetensi sosial kultural. Namun demikian sesuai dengan nama pelatihannya, porsi terbesar dalam pelatihan ini adalah pengembangan kompetensi teknis sebagai seorang pejabat fungsional asisten statistisi.\n\nEdi Waryono dalam Laporan Penyelenggaraan menyampaikan bahwa Pelatihan yang telah berlangsung sejak tanggal 2 Oktober s.d 17 November 2023 secara blended learning ini telah selesai dengan sangat baik. Hal ini berdasarkan hasil evaluasi seluruh peserta yakni 39 Asisten Statistisi dari BPS Provinsi Selindo dinyatakan lulus. Predikat “Sangat Memuaskan” berhasil diraih oleh 12 peserta sedangkan 27 peserta lainnya lulus dengan predikat “Memuaskan”.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CzwET_sxX2O/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02esguFJacQguz8iCwizxr2Tfe3nQYLctVpb9riuWLci6x8XzpkohmvuPcgutJcWNDl&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 16, 2023","Pembelajaran Klasikal Pelatihan Dasar CPNS BPS Golongan II Angkatan ke-26 dan 27","https://berita2600.wordpress.com/2023/10/16/pembelajaran-klasikal-pelatihan-dasar-cpns-bps-golongan-ii-angkatan-ke-26-dan-27/","NOVEMBER 17, 2023\nPenutupan Pelatihan Prakom Kategori Keterampilan Angkatan III Tahun 2023 (BPSDM Provinsi Jateng)\n\n“Dunia sekarang adalah dunia teknologi, sehingga dibutuhkan SDM yang handal di bidang teknologi. Pelatihan prakom ini sangat dibutuhkan untuk menghasilkan para fungsional prakom yang berintegritas dan berkarakter serta semakin andal dalam teknologi informasi khususnya di bidang prakom,” ujar Kepala Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Jawa Tengah Dr. Sadimin, S.Pd, M.Eng dalam penutupan Pelatihan Pranata Komputer Kategori Keterampilan Tahun 2023 pada Kamis (16/11) di Aula BPSDM Provinsi Jateng.\n\nPelatihan yang telah berlangsung selama kurang lebih 44 hari kerja ini diikuti oleh 30 orang peserta dari berbagai unit kerja baik dari pemintah provinsi maupun pemerintah daerah tingkat II di lingkungan Pemerintahan Provinsi Jawa Tengah. Seluruh peserta dinyatakan lulus dan tingkat kepuasan peserta terhadap penyelenggaraan pelatihan ini sebesar 90,96 persen yang termasuk dalam kategori “Memuaskan”.\n\nPelayanan publik yang prima bukan sekadar mengikuti trend global, melainkan juga diarahkan untuk mewujudkan good government. Salah satu upaya yang dilakukan pemerintah untuk mewujudkan good government yang berbasis digital adalah melalui pembentukan tenaga fungsional pranata komputer. Pusdiklat BPS konsisten dalam membangun kompetensi pejabat fungsional pranata komputer dengan rutin menyelenggarakan diklat teknis fungsional pranata komputer bukan hanya di lingkungan BPS namun juga mencakup kerjasama dengan lembaga lain. Hal tersebut dibuktikan dengan Pelatihan Fungsional Prakom Tingkat Keterampilan Angkatan III Kerjasama dengan BPSDMD Provinsi Jawa Tengah Tahun 2023 yang diselenggarakan sejak tanggal 25 September s.d 16 November 2023.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Czv_BrLRvkJ/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0Em338xb8DE1ADS5FPx1L2vJGVs6owKhYWMAPVAYDqWdpY2SMPkcyoxSG9nNkKLkil&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 13, 2023","Visitasi Akreditasi LAN RI di Pusdiklat BPS","https://berita2600.wordpress.com/2023/10/13/visitasi-akreditasi-lan-ri-di-pusdiklat-bps/","NOVEMBER 17, 2023\nPenutupan Pelatihan Prakom Kategori Keterampilan Angkatan III Tahun 2023 (BPSDM Provinsi Jateng)\n\n“Dunia sekarang adalah dunia teknologi, sehingga dibutuhkan SDM yang handal di bidang teknologi. Pelatihan prakom ini sangat dibutuhkan untuk menghasilkan para fungsional prakom yang berintegritas dan berkarakter serta semakin andal dalam teknologi informasi khususnya di bidang prakom,” ujar Kepala Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Jawa Tengah Dr. Sadimin, S.Pd, M.Eng dalam penutupan Pelatihan Pranata Komputer Kategori Keterampilan Tahun 2023 pada Kamis (16/11) di Aula BPSDM Provinsi Jateng.\n\nPelatihan yang telah berlangsung selama kurang lebih 44 hari kerja ini diikuti oleh 30 orang peserta dari berbagai unit kerja baik dari pemintah provinsi maupun pemerintah daerah tingkat II di lingkungan Pemerintahan Provinsi Jawa Tengah. Seluruh peserta dinyatakan lulus dan tingkat kepuasan peserta terhadap penyelenggaraan pelatihan ini sebesar 90,96 persen yang termasuk dalam kategori “Memuaskan”.\n\nPelayanan publik yang prima bukan sekadar mengikuti trend global, melainkan juga diarahkan untuk mewujudkan good government. Salah satu upaya yang dilakukan pemerintah untuk mewujudkan good government yang berbasis digital adalah melalui pembentukan tenaga fungsional pranata komputer. Pusdiklat BPS konsisten dalam membangun kompetensi pejabat fungsional pranata komputer dengan rutin menyelenggarakan diklat teknis fungsional pranata komputer bukan hanya di lingkungan BPS namun juga mencakup kerjasama dengan lembaga lain. Hal tersebut dibuktikan dengan Pelatihan Fungsional Prakom Tingkat Keterampilan Angkatan III Kerjasama dengan BPSDMD Provinsi Jawa Tengah Tahun 2023 yang diselenggarakan sejak tanggal 25 September s.d 16 November 2023.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Czv_BrLRvkJ/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0Em338xb8DE1ADS5FPx1L2vJGVs6owKhYWMAPVAYDqWdpY2SMPkcyoxSG9nNkKLkil&id=100063672908214&mibextid=Nif5oz"
"OCTOBER 10, 2023","Monitoring Pembangunan Gedung Kantor BPS Kabupaten Seruyan","https://berita2600.wordpress.com/2023/10/10/monitoring-pembangunan-gedung-kantor-bps-kabupaten-seruyan/","NOVEMBER 14, 2023\nSosialisasi Beasiswa Pusbindiklatren Bappenas Tahun 2024\n\nKesempatan pengembangan kompetensi SDM bagi pegawai BPS semakin banyak alternatif. Salah satunya melalui beasiswa yang ditawarkan oleh Pusat Pembinaan, Pendidikan dan Pelatihan Perencana (Pusbindiklatren) Kementerian PPN/Bappenas untuk tahun 2024.\n\nPusdiklat BPS menjembatani hal ini dengan melakukan sosialisasi terhadap pegawai BPS di seluruh Indonesia melalui zoom webinar pada hari ini, Selasa (14/10). Dalam arahannya, Kepala Bagian Umum Pusdiklat BPS, Watekhi mengatakan “Peluang meningkatkan kompetensi ini terbuka bagi seluruh ASN BPS, silakan dimanfaatkan tentunya sesuai dengan kebutuhan organisasi pada saat ini.”\n\nSosialisasi ini dihadiri oleh narasumber Pandu Pradhana selaku Ketua Pokja Pendidikan dan Pelatihan Pusbindiklatren Bappenas. “Program beasiswa yang ditawarkan pada tahun 2024 tahap 1 meliputi program beasiswa S2 Reguler Plus, S2 Linkage yang mencakup program Split-Site Master Program (SSMP) kerja sama dengan Australia Awards in Indonesia. Selain itu, Pusbindiklatren Bappenas juga menawarkan beasiswa program S2 Reguler Luar Negeri kerja sama dengan Lee Kuan Yew, National University of Singapore (LKY NUS) dan Nanyang Centre for Public Administration, Nanyang Technological University (NCPA NTU),” ujar Pandu.\n\n#PusdiklatBPS"
